firstdate;marketcode;segmentcode;isincode;description;currencycode;minimumlot;status;issuedate;issueprice;redemptiondate;redemptionprice;
25/02/2026;MOT;EUROMOT;FR0014016G71;Oat Fx 2.4% Sep29 Eur;EUR;1;Senior;24/09/2025;;24/09/2029;;
25/02/2026;MOT;EUROMOT;ES0000012Q16;Bonos Fx 2.6% May31 Eur;EUR;1000;Senior;24/02/2026;;31/05/2031;;
24/02/2026;EUROTLX;EUROTLX;XS2239829216;Morocco Fx 2% Sep30 Eur;EUR;100000;;;;30/09/2030;;
24/02/2026;EUROTLX;EUROTLX;XS2080771806;Morocco Fx 1.5% Nov31 Eur;EUR;100000;;;;27/11/2031;;
24/02/2026;EUROTLX;EUROTLX;IT0005695850;Isp Sc Feb38 Usd;USD;2000;;;;20/02/2038;;
24/02/2026;MOT;EUROMOT;XS3292846030;Kfw Green Fx 2.75% Apr33 Eur;EUR;1000;Senior;11/02/2026;;01/04/2033;;
24/02/2026;MOT;EUROMOT;IT0005695850;Isp Sc Feb38 Usd;USD;2000;Senior;20/02/2026;;20/02/2038;;
20/02/2026;EUROTLX;EUROTLX;XS3262986204;Barclaysbank Ind Link Feb36 Autocall Eur;EUR;1000;;;;20/02/2036;;
20/02/2026;EUROTLX;EUROTLX;IT0005685562;Cdp Mc Feb33 Eur;EUR;1000;;;;16/02/2033;;
19/02/2026;MOT;DOMESTICMOT;IT0005696023;Cdp Fx 3.432% Feb36 Eur;EUR;100000;Senior;19/02/2026;;19/02/2036;;
19/02/2026;MOT;BTP;IT0005683468;Btpstripital Zc Feb36 Eur;EUR;1;Senior;03/11/2025;;01/02/2036;;
19/02/2026;MOT;BTP;IT0005611238;Btpstripital Zc Feb35 Eur;EUR;1;Senior;01/08/2024;;01/02/2035;;
19/02/2026;MOT;BTP;IT0005367906;Btpstripital Zc Feb29 Eur;EUR;1;Senior;02/03/2020;;01/02/2029;;
19/02/2026;MOT;BTP;IT0005367898;Btpstripital Zc Aug28 Eur;EUR;1;Senior;02/03/2020;;01/08/2028;;
19/02/2026;MOT;BTP;IT0005278202;Btpstripital Zc Aug27 Eur;EUR;1;Senior;01/07/2014;;01/08/2027;;
18/02/2026;EUROTLX;EUROTLX;XS3256662852;Barclaysbank Ind Link Feb36 Autocall Eur;EUR;1000;;;;18/02/2036;;
18/02/2026;EUROTLX;EUROTLX;XS3256660302;Barclaysbank Oc Feb51 Call Gbp;GBP;1000;;;;20/02/2051;;
18/02/2026;EUROTLX;EUROTLX;IT0005695454;Banco Bpm Social Fx 3% Feb31 Call Eur;EUR;100000;;;;16/02/2031;;
18/02/2026;EUROTLX;EUROTLX;IT0005695447;Isp Fr Eur3m+0.27% Feb29 Eur;EUR;100000;;;;18/02/2029;;
18/02/2026;MOT;EUROMOT;FR0014016CV2;Oat Fx 4.4% May57 Eur;EUR;1;Senior;25/05/2025;;25/05/2057;;
17/02/2026;MOT;DOMESTICMOT;IT0005694382;Amco Fx 3.875% Mar38 Call Eur;EUR;100000;Senior;09/02/2026;;01/03/2038;;
17/02/2026;MOT;EUROMOT;XS3269619220;Ebrd Zc Jan38 Call Mxn;MXN;200000;Senior;20/01/2026;;20/01/2038;;
17/02/2026;MOT;EUROMOT;XS3215491955;Ifc Green Fx 2.185% Oct28 Sek;SEK;1000000;Senior;23/10/2025;;23/10/2028;;
17/02/2026;MOT;EUROMOT;XS2643829711;Bei Fx 6% Jul27 Pln;PLN;1000;Senior;04/07/2023;;25/07/2027;;
16/02/2026;MOT;DOMESTICMOT;IT0005695553;Cdp Social Fx 3.375% Feb34 Eur;EUR;100000;Senior;16/02/2026;;16/02/2034;;
16/02/2026;MOT;DOMESTICMOT;IT0005685562;Cdp Mc Feb33 Eur;EUR;1000;Senior;16/02/2026;;16/02/2033;;
16/02/2026;MOT;EUROMOT;XS3296797643;Ifc Fx 27.5% Feb31 Try;TRY;1000;Senior;11/02/2026;;19/02/2031;;
16/02/2026;MOT;EUROMOT;XS3295137262;Aiib Zc Feb36 Brl;BRL;10000;Senior;11/02/2026;;11/02/2036;;
13/02/2026;MOT;EUROMOT;XS3253291069;Gs Fin Corp Fx 4.1% Feb41 Call Eur;EUR;100;Senior;13/02/2026;;13/02/2041;;
13/02/2026;MOT;EUROMOT;XS3253269560;Gs Fin Corp Fx 5.5% Feb41 Call Usd;USD;100;Senior;13/02/2026;;13/02/2041;;
13/02/2026;MOT;EUROMOT;EU000A1Z99Y1;Esm Fx 3% Feb36 Eur;EUR;1;Senior;10/02/2026;;25/02/2036;;
12/02/2026;EUROTLX;EUROTLX;XS3224272800;Bnpparibasis Mc Jan34 Call Eur;EUR;1000;;;;30/01/2034;;
12/02/2026;MOT;EUROMOT;BE0000367764;Belgium Fx 4.35% Jun56 Eur;EUR;1;Senior;11/02/2026;;22/06/2056;;
12/02/2026;MOT;BOT;IT0005695256;Bot Zc Feb27 A Eur;EUR;1000;Senior;;;12/02/2027;;
11/02/2026;MOT;DOMESTICMOT;IT0005690547;Amco Fx 2.75% Mar29 Call Eur;EUR;100000;Senior;21/01/2026;;15/03/2029;;
11/02/2026;MOT;EUROMOT;XS2671017874;Kfw Fx 4.25% Jan29 Nok;NOK;10000;Senior;22/08/2023;;30/01/2029;;
11/02/2026;MOT;EUROMOT;US298785KP00;Bei Fx 4.25% Feb36 Usd;USD;1000;Senior;10/02/2026;;08/02/2036;;
10/02/2026;EUROTLX;EUROTLX;FR001400U2E7;Worldline Fx 5.25% Nov29 Call Eur;EUR;100000;;;;27/11/2029;;
09/02/2026;EUROTLX;EUROTLX;XS2878534598;Sg Issuer Oc Ind Link Jan31 Eur;EUR;1000;;;;28/01/2031;;
09/02/2026;EUROTLX;EUROTLX;IT0005694564;Unicredit Spa Sc Feb41 Call Eur;EUR;1000;;;;09/02/2041;;
09/02/2026;MOT;DOMESTICMOT;IT0005694564;Unicredit Spa Sc Feb41 Call Eur;EUR;1000;Senior;09/02/2026;;09/02/2041;;
09/02/2026;MOT;EUROMOT;XS3282202293;Ebrd Zc Jan46 Call Zar;ZAR;100000;Senior;30/01/2026;;30/01/2046;;
09/02/2026;MOT;EUROMOT;XS3278744894;Adb Fx 30% Aug27 Try;TRY;10000;Senior;04/02/2026;;04/08/2027;;
09/02/2026;MOT;EUROMOT;XS3104391936;Adb Zc Jul35 Call Huf;HUF;100000;Senior;02/07/2025;;02/07/2035;;
09/02/2026;MOT;BTP;IT0005694630;Btp Fx 3.95% Oct41 Eur;EUR;1000;Senior;10/02/2026;;01/10/2041;;
06/02/2026;EUROTLX;EUROTLX;XS3281952088;Sg Issuer Mc Feb39 Call Usd;USD;1000;;;;05/02/2039;;
06/02/2026;EUROTLX;EUROTLX;XS3281951783;Sg Issuer Mc Feb39 Call Eur;EUR;1000;;;;05/02/2039;;
06/02/2026;EUROTLX;EUROTLX;XS3213330791;Alerionclean Green Fx4.625%Feb32call Eur;EUR;1000;;;;06/02/2032;;
06/02/2026;EUROTLX;EUROTLX;IT0005691081;Iccrea Banca Social Fx 3.25% Jan31 Eur;EUR;100000;;;;30/01/2031;;
06/02/2026;EUROTLX;EUROTLX;IT0005680423;Unicredit Spa Mc Ind Link Jan32 Eur;EUR;1000;;;;30/01/2032;;
06/02/2026;MOT;EUROMOT;EU000A4EPCA0;Bei Fx 2.625% Jun31 Eur;EUR;1000;Senior;03/02/2026;;16/06/2031;;
05/02/2026;EUROTLX;EUROTLX;GB00BTXS1K06;Unitedkingdo Fx 4.75% Oct35 Gbp;GBP;1;;;;22/10/2035;;
05/02/2026;EUROTLX;EUROTLX;GB00BZB26Y51;Unitedkingdo Fx 1.75% Sep37 Gbp;GBP;1;;;;07/09/2037;;
05/02/2026;EUROTLX;EUROTLX;GB00BLPK7334;Unitedkingdo Fx 1.125% Jan39 Gbp;GBP;1;;;;31/01/2039;;
05/02/2026;MOT;DOMESTICMOT;IT0005693236;Cdp Fr Feb41 Eur;EUR;100000;Senior;05/02/2026;;05/02/2041;;
05/02/2026;MOT;EUROMOT;FI4000598776;Finland Fx 3.55% Apr41 Eur;EUR;1000;Senior;28/01/2026;;15/04/2041;;
04/02/2026;EUROTLX;EUROTLX;XS3028225657;Gs Fi Mc Ind Link Jan31 Autocall Eur;EUR;1000;;;;05/01/2031;;
04/02/2026;EUROTLX;EUROTLX;IT0005683393;Mediobanca Mc Ind Link Jan32 Eur;EUR;1000;;;;30/01/2032;;
04/02/2026;EUROTLX;EUROTLX;GB00B6460505;Unitedkingdo Fx 4.25% Dec40 Gbp;GBP;1;;;;07/12/2040;;
04/02/2026;EUROTLX;EUROTLX;GB00B00NY175;Unitedkingdo Fx 4.75% Dec38 Gbp;GBP;1;;;;07/12/2038;;
04/02/2026;MOT;EUROMOT;XS3281856446;Ebrd Fx 27.5% Jan32 Try;TRY;10000;Senior;27/01/2026;;27/01/2032;;
04/02/2026;MOT;EUROMOT;XS3275404591;Iadb Fx 12% Jan31 Brl;BRL;10000;Senior;27/01/2026;;27/01/2031;;
03/02/2026;EUROTLX;EUROTLX;IT0005660060;Cr Fossano Fx 2.05% Aug28 Eur;EUR;1000;;;;04/08/2028;;
03/02/2026;MOT;EUROMOT;DE000BU2T000;Bund Fx 3.4% May47 Eur;EUR;1;Senior;03/02/2026;;15/05/2047;;
02/02/2026;EUROTLX;EUROTLX;XS3246727880;Barclaysbank Oc Feb51 Call Gbp;GBP;1000;;;;02/02/2051;;
02/02/2026;EUROTLX;EUROTLX;IT0005685117;Mediobanca Mc Jan33 Eur;EUR;1000;;;;30/01/2033;;
02/02/2026;MOT;EUROMOT;XS3281650823;Terna Green Mc Perpetual Sub Call Eur;ERR;100000;Q;02/02/2026;;;;
02/02/2026;MOT;EUROMOT;XS3271072087;Ifc Fx 11.25% Jan31 Brl;BRL;5000;Senior;13/01/2026;;13/01/2031;;
02/02/2026;MOT;EUROMOT;XS3270973855;Iadb Fx 6.75% Jan36 Inr;INR;1000000;Senior;22/01/2026;;22/01/2036;;
02/02/2026;MOT;EUROMOT;XS3253238334;Ebrd Fx 4.75% Jun31 Php;PHP;100000;Senior;16/12/2025;;16/06/2031;;
30/01/2026;EUROTLX;EUROTLX;XS3280519078;Bmw Fin Fx 3.25% Jan32 Eur;EUR;1000;;;;27/01/2032;;
30/01/2026;EUROTLX;EUROTLX;XS3280519318;Bmw Fin Fx 3.75% Jan36 Eur;EUR;1000;;;;27/01/2036;;
30/01/2026;EUROTLX;EUROTLX;XS3280518856;Bmw Fin Fx 2.625% Jan29 Eur;EUR;1000;;;;27/01/2029;;
30/01/2026;MOT;EUROMOT;SI0002105227;Slovenia Fx 3.275% Mar36 Eur;EUR;1000;Senior;12/01/2026;;12/03/2036;;
30/01/2026;MOT;EUROMOT;SI0002104873;Slovenia Fx 3.5% Apr55 Eur;EUR;1000;Senior;14/01/2025;;14/04/2055;;
30/01/2026;MOT;EUROMOT;SI0002105052;Slovenia Sdglink Fx 3.125% Jul35 Eur;EUR;1000;Senior;02/07/2025;;02/07/2035;;
30/01/2026;MOT;EUROMOT;DE000BU22122;Schatz Fx 2.1% Mar28 Eur;EUR;1;Senior;29/01/2026;;15/03/2028;;
29/01/2026;EUROTLX;EUROTLX;XS3136544783;Citigroup Gm Zc Jan51 Call Usd;USD;1000;;;;28/01/2051;;
29/01/2026;MOT;BOT;IT0005692485;Bot Zc Jul26 S Eur;EUR;1000;Senior;;;31/07/2026;;
28/01/2026;MOT;EUROMOT;XS3213330791;Alerionclean Green Fx4.625%Feb32call Eur;EUR;1000;Senior;06/02/2026;;06/02/2032;;
28/01/2026;MOT;EUROMOT;NL0015073TQ2;Netherlands Fx 2.5% Jan31 Eur;EUR;1;Senior;15/01/2026;;15/01/2031;;
28/01/2026;MOT;EUROMOT;BE0000366758;Belgium Fx 3.4% Jun36 Eur;EUR;1;Senior;14/01/2026;;22/06/2036;;
28/01/2026;MOT;EUROMOT;AT0000A3RVH9;Austria Fx 3.2% Feb36 Eur;EUR;100;Senior;28/01/2026;;20/02/2036;;
28/01/2026;MOT;BTP;IT0005692410;Btp Fx 2.2% Feb28 Eur;EUR;1000;Senior;29/01/2026;;28/02/2028;;
27/01/2026;EUROTLX;EUROTLX;IT0005691305;Unicredit Spa Fx 2.95% Jan31 Eur;EUR;100000;;;;26/01/2031;;
27/01/2026;EUROTLX;EUROTLX;FR0014015LM4;Banquestella Fx 2.875% Jan29 Call Eur;EUR;100000;;;;19/01/2029;;
27/01/2026;MOT;EUROMOT;XS3276320358;Lithuania Fx 3% Jan31 Eur;EUR;1000;Senior;22/01/2026;;22/01/2031;;
27/01/2026;MOT;EUROMOT;XS3276321752;Lithuania Fx 4.125% Jan41 Eur;EUR;1000;Senior;22/01/2026;;22/01/2041;;
27/01/2026;MOT;EUROMOT;ES0000012Q08;Obligaciones Fx 3.3% Apr36 Eur;EUR;1000;Senior;27/01/2026;;30/04/2036;;
26/01/2026;MOT;EUROMOT;XS3272371520;Ifc Fx 11.5% Jan29 Brl;BRL;5000;Senior;16/01/2026;;16/01/2029;;
26/01/2026;MOT;EUROMOT;PTOTEDOE0010;Portugal Fx 3.25% Jun36 Eur;EUR;1;Senior;15/01/2026;;13/06/2036;;
23/01/2026;EUROTLX;EUROTLX;IT0005690869;Banca Ifis Mc Apr36 T2 Call Eur;EUR;200000;;;;21/04/2036;;
23/01/2026;MOT;EUROMOT;XS3269555234;Hungary Fx 4.875% Mar38 Eur;EUR;1000;Senior;14/01/2026;;25/03/2038;;
23/01/2026;MOT;EUROMOT;XS3269554690;Hungary Fx 4.25% May33 Eur;EUR;1000;Senior;14/01/2026;;26/05/2033;;
23/01/2026;MOT;EUROMOT;IE000O6GBYC9;Ireland Fx 3.1% Jun36 Eur;EUR;1;Senior;21/01/2026;;18/06/2036;;
23/01/2026;MOT;EUROMOT;GR0124042764;Greece Fx 3.375% Jun36 Eur;EUR;1000;Senior;20/01/2026;;16/06/2036;;
23/01/2026;MOT;EUROMOT;EU000A4ENP68;Eu Next Gen Fx 2.375% Jul29 Eur;EUR;1;Senior;20/01/2026;;12/07/2029;;
23/01/2026;MOT;EUROMOT;ES0000012P90;Bonos Fx 2.35% Mar29 Eur;EUR;1000;Senior;20/01/2026;;31/03/2029;;
22/01/2026;EUROTLX;EUROTLX;XS3274805376;E On Se Fx 3.448% Jan34 Call Eur;EUR;1000;;;;19/01/2034;;
22/01/2026;EUROTLX;EUROTLX;XS3274805459;E On Se Green Fx 3.895% Jan38 Call Eur;EUR;1000;;;;19/01/2038;;
22/01/2026;EUROTLX;EUROTLX;IT0005690026;Banca Mediol Mc Jan31 Call Eur;EUR;100000;;;;31/01/2031;;
22/01/2026;EUROTLX;EUROTLX;FR0014010A08;Worldline Fx 5.5% Jun30 Call Eur;EUR;100000;;;;10/06/2030;;
22/01/2026;MOT;EUROMOT;FR0014015MU5;Oat Fx 4.1% May46 Eur;EUR;1;Senior;25/05/2025;;25/05/2046;;
21/01/2026;MOT;EUROMOT;XS2814522319;Gs Fin Corp Sc Jan41 Call Usd;ERR;0;;;;;;
21/01/2026;MOT;EUROMOT;XS2688619555;Gs Fin Corp Sc Jan41 Call Eur;EUR;100;Senior;20/01/2026;;20/01/2041;;
21/01/2026;MOT;EUROMOT;EU000A2SCAX8;Efsf Fx 3.125% Feb36 Eur;ERR;0;;;;;;
21/01/2026;MOT;EUROMOT;EU000A2SCAW0;Efsf Fx 2.375% Feb29 Eur;EUR;1000;Senior;19/01/2026;;02/02/2029;;
20/01/2026;EUROTLX;EUROTLX;XS3257292105;Sg Issuer Mc Jan38 Call Eur;EUR;1000;;;;16/01/2038;;
20/01/2026;EUROTLX;EUROTLX;XS2878537856;Sg Issuer Mc Jan38 Call Eur;EUR;1000;;;;16/01/2038;;
20/01/2026;EUROTLX;EUROTLX;IT0005689978;Unicredit Spa Fx 3.8% Jan36 Call Eur;EUR;100000;;;;15/01/2036;;
20/01/2026;EUROTLX;EUROTLX;IT0005689986;Unicredit Spa Mc Jul30 Call Eur;EUR;100000;;;;15/07/2030;;
20/01/2026;MOT;EUROMOT;EU000A3LUC58;Bei Fx 5.25% Jan31 Pln;PLN;1000;Senior;24/01/2024;;24/01/2031;;
19/01/2026;MOT;EUROMOT;XS3272206593;Aiib Fx 30% Jan27 Try;TRY;20000;Senior;14/01/2026;;14/01/2027;;
19/01/2026;MOT;EUROMOT;XS3262549754;Eni Spa Mc Perpetual Sub Call Eur;ERR;100000;Q;19/01/2026;;;;
19/01/2026;MOT;EUROMOT;XS3268040964;Poland Fx 2.875% Jan31 Eur;EUR;1000;Senior;15/01/2026;;15/01/2031;;
19/01/2026;MOT;EUROMOT;XS3268043554;Poland Fx 3.625% Jun36 Eur;EUR;1000;Senior;15/01/2026;;15/06/2036;;
19/01/2026;MOT;BTP;IT0005425829;Btpstripital Zc Oct30 Eur;EUR;1;Senior;01/10/2020;;01/10/2030;;
19/01/2026;MOT;BTP;IT0005387201;Btpstripital Zc Oct29 Eur;EUR;1;Senior;02/09/2019;;01/10/2029;;
19/01/2026;MOT;BTP;IT0004976756;Btpstripital Zc Mar40 Eur;EUR;1;Senior;22/05/2013;;01/03/2040;;
19/01/2026;MOT;BTP;IT0004976772;Btpstripital Zc Mar41 Eur;EUR;1;Senior;22/05/2013;;01/03/2041;;
19/01/2026;MOT;BTP;IT0003268924;Btpstripital Zc Feb29 Eur;EUR;1;Senior;18/03/2002;;01/02/2029;;
19/01/2026;MOT;BTP;IT0003268908;Btpstripital Zc Aug28 Eur;EUR;1;Senior;18/03/2002;;01/08/2028;;
16/01/2026;MOT;EUROMOT;US298785KN51;Bei Fx 3.75% Mar31 Usd;USD;1000;Senior;13/01/2026;;13/03/2031;;
16/01/2026;MOT;EUROMOT;EU000A4EM8H8;Bei Fx 3% Jan36 Eur;EUR;1000;Senior;14/01/2026;;14/01/2036;;
15/01/2026;EUROTLX;EUROTLX;XS3270893822;Generali Fx 4.126% Jan36 T2 Call Eur;EUR;200000;;;;14/01/2036;;
15/01/2026;EUROTLX;EUROTLX;US68389XBG97;Oracle Fx 4.375% May55 Call Usd;USD;2000;;;;15/05/2055;;
15/01/2026;EUROTLX;EUROTLX;US68389XBF15;Oracle Fx 4.125% May45 Call Usd;USD;2000;;;;15/05/2045;;
15/01/2026;EUROTLX;EUROTLX;US68389XBE40;Oracle Fx 3.9% May35 Call Usd;USD;2000;;;;15/05/2035;;
15/01/2026;MOT;EUROMOT;XS3166721913;Kfw Green Fx 2.625% Nov32 Eur;EUR;1000;Senior;26/08/2025;;15/11/2032;;
15/01/2026;MOT;EUROMOT;DE000BU25067;Bobl Fx 2.5% Apr31 Eur;EUR;1;Senior;15/01/2026;;16/04/2031;;
14/01/2026;EUROTLX;EUROTLX;IT0005689895;Unicredit Spa Fx 2.75% Jan30 Eur;EUR;150000;;;;13/01/2030;;
14/01/2026;EUROTLX;EUROTLX;IT0005689861;Unicredit Spa Oc Jan51 Call Eur;EUR;1000;;;;14/01/2051;;
14/01/2026;MOT;DOMESTICMOT;IT0005689861;Unicredit Spa Oc Jan51 Call Eur;EUR;1000;Senior;14/01/2026;;14/01/2051;;
14/01/2026;MOT;EUROMOT;DE000A460AK5;Kfw Fx 2.5% Nov30 Eur;EUR;1000;Senior;30/09/2025;;15/11/2030;;
14/01/2026;MOT;BTP;IT0005689960;Btp Fx 2.4% Mar29 Eur;EUR;1000;Senior;15/01/2026;;15/03/2029;;
13/01/2026;EUROTLX;EUROTLX;XS2769586236;Gs Fin Corp Mc Ind Link Dec30 Call Eur;EUR;1000;;;;04/12/2030;;
13/01/2026;MOT;BTP;IT0005689994;Btp Fx 3.15% Mar33 Eur;EUR;1000;Senior;15/01/2026;;15/03/2033;;
12/01/2026;EUROTLX;EUROTLX;XS3222075908;Barclaysbank Oc Jan51 Call Usd;USD;1000;;;;12/01/2051;;
12/01/2026;EUROTLX;EUROTLX;XS3222075817;Barclaysbank Oc Jan51 Call Eur;EUR;1000;;;;12/01/2051;;
12/01/2026;MOT;EUROMOT;XS3099809306;Coe Fx 2.75% Jun35 Eur;EUR;1000;Senior;19/06/2025;;19/06/2035;;
12/01/2026;MOT;BOT;IT0005689887;Bot Zc Jan27 A Eur;EUR;1000;Senior;;;14/01/2027;;
09/01/2026;MOT;EUROMOT;DE000BU2Z064;Bund Fx 2.9% Feb36 Eur;EUR;1;Senior;09/01/2026;;15/02/2036;;
07/01/2026;EUROTLX;EUROTLX;IT0005666125;Bcc Sangiovannirotondo Fx 3% Dec30 Eur;EUR;1000;;;;12/12/2030;;
07/01/2026;EUROTLX;EUROTLX;IT0005666117;Bcc Sangiovannirotondo Fx 2.7% Dec28 Eur;EUR;1000;;;;12/12/2028;;
02/01/2026;EUROTLX;EUROTLX;XS3218485327;Bnpparibasis Fr Dec30 Call Eur;EUR;1000;;;;23/12/2030;;
29/12/2025;EUROTLX;EUROTLX;XS3171324091;Bnp Iss Mc Indlink Dec32 Autocall Eur;EUR;1000;;;;15/12/2032;;
29/12/2025;EUROTLX;EUROTLX;IT0005678583;Unicredit Spa Mc Ind Link Dec31 Eur;EUR;1000;;;;17/12/2031;;
23/12/2025;EUROTLX;EUROTLX;IT0005678443;Mediobanca Mc Dec30 Eur;EUR;1000;;;;22/12/2030;;
23/12/2025;MOT;EUROMOT;SE0021308541;Sweden Fx 2.25% May35 Sek;SEK;5000;Senior;11/05/2023;;11/05/2035;;
23/12/2025;MOT;EUROMOT;SE0017830730;Sweden Fx 1.75% Nov33 Sek;SEK;5000;Senior;11/11/2021;;11/11/2033;;
23/12/2025;MOT;EUROMOT;SE0013935319;Sweden Fx 0.125% May31 Sek;SEK;5000;Senior;12/05/2019;;12/05/2031;;
23/12/2025;MOT;EUROMOT;SE0011281922;Sweden Fx 0.75% Nov29 Sek;SEK;5000;Senior;12/11/2017;;12/11/2029;;
23/12/2025;MOT;EUROMOT;SE0004517290;Sweden Fx 2.25% Jun32 Sek;SEK;5000;Senior;01/06/2011;;01/06/2032;;
22/12/2025;EUROTLX;EUROTLX;IT0005680365;Mediobanca Fr Eur3m+0.35% Jun28 Eur;EUR;1000;;;;19/06/2028;;
19/12/2025;EUROTLX;EUROTLX;XS3136863456;Citigroup Gm Zc Dec50 Call Eur;EUR;1000;;;;19/12/2050;;
19/12/2025;EUROTLX;EUROTLX;XS2176785447;Eni Spa Fx 2% May31 Eur;EUR;100000;;;;18/05/2031;;
19/12/2025;EUROTLX;EUROTLX;XS2107315470;Eni Spa Fx 0.625% Jan30 Eur;EUR;100000;;;;23/01/2030;;
19/12/2025;EUROTLX;EUROTLX;IT0005660078;Cr Fossano Mc Aug28 Eur;EUR;1000;;;;04/08/2028;;
19/12/2025;EUROTLX;EUROTLX;IT0005624116;Bcc Felsinea Sc Dec27 Eur;EUR;1000;;;;10/12/2027;;
18/12/2025;EUROTLX;EUROTLX;XS3063314267;Cacib Fs Fx 3.02% Dec32 Eur;EUR;100000;;;;30/12/2032;;
15/12/2025;EUROTLX;EUROTLX;IT0005684623;Isp Fx 2.76% Dec29 Eur;EUR;100000;;;;15/12/2029;;
12/12/2025;MOT;EUROMOT;XS3239974978;Ebrd Fx 10.5% Dec28 Brl;BRL;25000;Senior;01/12/2025;;01/12/2028;;
12/12/2025;MOT;EUROMOT;CH1423948566;Kfw Fx 0.535% Sep33 Chf;CHF;5000;Senior;23/09/2025;;23/09/2033;;
12/12/2025;MOT;EUROMOT;CH0029008809;Kfw Fx 2.75% Feb37 Chf;CHF;5000;Senior;16/02/2007;;16/02/2037;;
11/12/2025;MOT;BOT;IT0005684888;Bot Zc Dec26 A Eur;EUR;1000;Senior;;;14/12/2026;;
10/12/2025;EUROTLX;EUROTLX;IT0005675449;Cdp Mc Dec32 Eur;EUR;1000;;;;10/12/2032;;
09/12/2025;EUROTLX;EUROTLX;XS3244707272;Deutschetele Fx 2.625% Dec29 Call Eur;EUR;1000;;;;04/12/2029;;
05/12/2025;EUROTLX;EUROTLX;XS3010066168;Bnpparibas Mc Eq Link Sep26 Autocall Eur;EUR;1000;;;;28/09/2026;;
04/12/2025;EUROTLX;EUROTLX;XS3189138202;Barclaysbank Oc Dec41 Call Usd;USD;1000;;;;04/12/2041;;
04/12/2025;EUROTLX;EUROTLX;XS3189138111;Barclaysbank Oc Dec41 Call Eur;EUR;1000;;;;04/12/2041;;
04/12/2025;EUROTLX;EUROTLX;XS3101375965;Teamsystem Fr Eur3m+3.25% Jul32 Call Eur;EUR;100000;;;;01/07/2032;;
04/12/2025;EUROTLX;EUROTLX;IT0005674558;Unicredit Spa Mc Ind Link Nov31 Eur;EUR;1000;;;;27/11/2031;;
03/12/2025;EUROTLX;EUROTLX;XS2945537467;Bnpparibasis Oc Ind Link Oct28 Eur;EUR;1000;;;;06/10/2028;;
03/12/2025;MOT;EUROMOT;XS3244877869;Poste Italiane Fx 3% Dec30 Call Eur;EUR;100000;Senior;03/12/2025;;03/12/2030;;
02/12/2025;EUROTLX;EUROTLX;XS3140743199;Bnpparibasis Mc Nov33 Call Eur;EUR;1000;;;;14/11/2033;;
02/12/2025;EUROTLX;EUROTLX;XS3136709378;Citigroup Gm Zc Dec50 Call Eur;EUR;1000;;;;02/12/2050;;
01/12/2025;EUROTLX;EUROTLX;XS3239338042;Cnhindustria Fx 3.625% Jan33 Call Eur;EUR;100000;;;;26/01/2033;;
01/12/2025;EUROTLX;EUROTLX;XS3063313707;Cacib Fs Mc Nov32 Call Eur;EUR;1000;;;;28/11/2032;;
01/12/2025;MOT;EUROMOT;XS3238398245;Ebrd Fx 11.75% Nov26 Brl;BRL;25000;Senior;25/11/2025;;25/11/2026;;
28/11/2025;MOT;EUROMOT;XS3232966773;Adb Zc Nov37 Call Mxn;MXN;100000;Senior;26/11/2025;;26/11/2037;;
28/11/2025;MOT;EUROMOT;HU0000407424;Hungary Fx 6% Nov29 Huf;HUF;10000;Senior;30/07/2025;;28/11/2029;;
27/11/2025;MOT;BOT;IT0005680639;Bot Zc May26 S Eur;EUR;1000;Senior;;;29/05/2026;;
26/11/2025;MOT;EUROMOT;XS3222578059;World Bank Sust Fx 3.25% Nov30 Call Usd;USD;1000;Senior;26/11/2025;;26/11/2030;;
26/11/2025;MOT;EUROMOT;XS3222579370;World Bank Sustain Fx 2% Nov30 Call Eur;EUR;1000;Senior;26/11/2025;;26/11/2030;;
26/11/2025;MOT;EUROMOT;EU000A1Z99X3;Esm Fx 2.125% Nov28 Eur;EUR;1;Senior;17/06/2025;;17/11/2028;;
25/11/2025;EUROTLX;EUROTLX;IT0005678955;Bmps Green Mc Feb32 Call Eur;EUR;100000;;;;20/02/2032;;
25/11/2025;MOT;EUROMOT;PL0000118519;Poland Fx 4.5% Jan31 Pln;PLN;1000;Senior;25/01/2025;;25/01/2031;;
25/11/2025;MOT;EUROMOT;PL0000118089;Poland Zc Jan28 Pln;PLN;1000;Senior;16/05/2025;;25/01/2028;;
25/11/2025;MOT;EUROMOT;PL0000118188;Poland Fx 5% Oct35 Pln;PLN;1000;Senior;25/10/2024;;25/10/2035;;
24/11/2025;MOT;EUROMOT;XS3238204062;A2a Spa Green Fx 3.25% May32 Call Eur;EUR;100000;Senior;24/11/2025;;24/05/2032;;
24/11/2025;MOT;EUROMOT;HU0000406624;Hungary Fx 7% Oct35 Huf;HUF;10000;Senior;13/09/2023;;24/10/2035;;
24/11/2025;MOT;EUROMOT;HU0000404165;Hungary Fx 3% Apr41 Huf;HUF;10000;Senior;22/01/2020;;25/04/2041;;
21/11/2025;EUROTLX;EUROTLX;IT0005679771;Isp Fr Eur1m+0.55% Nov27 Eur;EUR;100000;;;;21/11/2027;;
21/11/2025;EUROTLX;EUROTLX;IT0005675126;Banco Bpm Spa Green Mc Oct31 Call Eur;EUR;150000;;;;23/10/2031;;
